id,cycle_time_days,material_type,tool_wear_level,clean_room_pressure,layer_thickness_nm,chemical_concentration,etching_voltage,deposition_rate,humidity_level,photoresist_thickness_variation,etching_uniformity,particle_count,doping_concentration,product_defect
UF-68601,44,1,4,138,247.0,0,0,156,1,0.0,1,0.0,3.0,0
ZV-19329,42,0,3,94,213.0,0,0,170,0,0.0,1,0.0,7.0,0
EN-55110,71,0,2,112,265.0,0,0,130,0,0.0,2,1.0,3.0,0
CT-56521,66,1,4,125,208.0,0,0,141,0,2.2,2,1.0,7.0,1
PC-53677,60,1,4,125,230.0,0,0,140,1,2.8,2,1.0,7.0,1
NS-08504,51,0,3,94,340.0,0,0,170,0,0.6,2,0.0,3.0,0
LH-88975,63,0,4,124,197.0,0,0,142,0,1.2,2,1.0,3.0,1
UP-10541,42,1,4,152,247.0,0,0,128,1,0.6,2,0.0,3.0,0
WY-08822,54,0,4,120,254.0,0,2,143,1,0.8,1,0.0,3.0,0
KM-30802,62,0,4,124,256.0,0,2,125,1,2.0,2,2.0,7.0,1
GN-26062,46,1,2,120,325.0,0,0,147,0,1.4,1,0.0,3.0,0
SP-91859,53,1,4,142,201.0,1,0,115,1,2.5,2,0.0,7.0,1
BB-41123,55,0,4,135,234.0,0,2,123,1,0.2,2,1.0,3.0,1
AF-36939,48,1,3,124,233.0,0,0,154,0,0.6,2,0.0,7.0,0
YU-28653,52,0,4,112,214.0,0,0,144,0,1.2,2,0.0,7.0,1
EU-65664,51,1,4,140,226.0,1,0,182,0,0.0,1,0.0,3.0,0
QI-27734,49,1,4,140,243.0,0,2,161,0,0.0,1,1.0,7.0,1
FT-30078,57,1,4,130,184.0,0,0,113,1,2.4,2,2.0,7.0,1
KE-64503,41,1,3,112,214.0,0,0,179,1,0.0,1,0.0,3.0,0
FH-07055,68,1,3,140,322.0,0,0,151,1,0.8,1,0.0,3.0,1
SX-56503,40,1,3,140,250.0,0,0,152,0,1.6,2,0.0,3.0,0
MY-82597,44,0,3,122,177.0,0,0,152,0,0.0,2,0.0,3.0,0
FU-64498,69,1,3,180,289.0,1,2,146,0,2.0,2,2.0,7.0,1
VQ-07907,42,0,3,108,209.0,0,0,182,0,0.0,1,0.0,3.0,0
HX-32738,48,1,4,150,299.0,0,0,128,1,1.0,2,3.0,7.0,1
OU-45489,58,1,2,132,204.0,0,2,152,0,0.0,2,0.0,3.0,0
VY-91300,51,1,3,125,227.0,0,0,126,1,2.2,2,0.0,7.0,0
SF-32343,48,1,4,140,200.0,0,0,156,1,1.4,1,0.0,7.0,1
QC-47514,51,1,3,120,175.0,0,0,158,0,2.5,1,0.0,3.0,1
CX-55010,60,1,4,140,293.0,0,2,182,0,0.0,1,0.0,3.0,0
RC-77900,57,1,3,150,233.0,1,2,152,0,3.0,2,3.0,3.0,0
WP-14790,66,1,1,170,199.0,1,0,143,0,0.0,1,1.0,3.0,0
JD-95630,43,1,3,120,240.0,0,0,175,0,0.0,1,0.0,3.0,0
DY-77666,45,1,4,142,226.0,0,2,98,1,1.0,2,0.0,7.0,1
JC-28049,50,1,1,140,222.0,1,2,163,0,0.6,2,0.0,7.0,0
JD-64868,66,0,3,180,223.0,1,0,120,0,0.0,1,1.0,7.0,1
PM-93772,59,1,4,110,201.0,0,2,142,1,1.5,2,0.0,7.0,1
KH-55851,48,1,3,138,255.0,0,0,152,0,0.0,2,1.0,6.0,1
VD-72386,56,1,2,130,232.0,0,0,158,0,0.0,1,0.0,3.0,1
XW-58913,46,1,4,130,244.0,0,0,163,0,1.0,2,0.0,3.0,0
CD-07986,58,0,4,170,201.0,1,2,131,1,1.0,2,2.0,3.0,1
BV-25260,57,1,4,154,283.0,1,2,112,1,0.0,1,1.0,7.0,1
OK-92523,59,1,4,135,177.0,0,0,161,0,0.5,1,0.0,6.0,1
WW-76513,41,1,4,115,235.0,1,0,122,0,1.2,2,0.0,7.0,1
FU-12785,49,1,3,124,188.0,0,2,154,0,0.6,2,0.0,7.0,0
CS-23462,51,1,4,140,243.0,0,2,186,0,0.0,1,0.0,3.0,0
DB-14092,59,0,3,120,269.0,0,2,151,0,0.6,2,0.0,3.0,0
VH-03320,58,1,4,150,176.0,1,0,105,1,1.0,2,0.0,7.0,1
JN-69273,43,1,4,132,311.0,0,0,142,1,1.8,2,0.0,7.0,1
ZI-20968,50,1,4,130,298.0,0,0,173,0,0.6,1,0.0,7.0,1
RM-10782,74,0,3,120,239.0,0,2,130,0,0.0,1,1.0,3.0,1
XA-36146,43,1,4,102,290.0,0,2,148,0,0.3,2,0.0,7.0,0
XX-71800,56,0,2,135,319.0,0,2,166,0,0.6,2,2.0,3.0,1
YA-88984,64,1,1,134,231.0,0,2,162,0,2.3,2,0.0,6.0,0
QZ-06006,59,0,4,158,258.0,0,2,143,1,0.8,2,1.0,3.0,1
TL-73882,47,1,2,135,299.0,0,2,142,0,0.2,2,0.0,3.0,0
UT-40608,39,1,1,138,231.0,0,0,132,1,2.2,2,0.0,7.0,1
FF-58492,41,1,3,140,250.0,0,2,172,0,1.0,2,0.0,3.0,1
XY-18583,58,0,3,102,295.0,0,2,152,0,1.0,2,1.0,7.0,0
QZ-61829,63,1,4,120,177.0,0,0,163,0,0.0,3,1.0,7.0,0
YS-94817,54,1,2,120,325.0,1,0,167,1,0.2,1,1.0,7.0,1
UX-60062,51,1,3,100,175.0,0,0,123,0,2.0,2,0.0,7.0,1
SS-82773,42,0,3,138,306.0,0,0,179,1,0.0,1,0.0,3.0,0
SI-27284,55,1,4,130,353.0,0,0,145,1,2.4,2,1.0,6.0,1
AL-67962,47,1,4,122,299.0,0,0,173,0,1.0,2,0.0,7.0,1
QR-87691,65,1,4,100,299.0,0,2,127,1,0.1,1,1.0,7.0,1
SD-20603,50,1,3,124,227.0,0,0,126,1,2.0,2,0.0,7.0,0
XP-25615,44,0,4,115,183.0,0,0,120,0,1.2,2,0.0,3.0,0
JI-15847,53,0,2,160,164.0,0,2,162,1,0.0,1,0.0,3.0,1
BT-68777,56,1,2,125,261.0,0,0,167,1,0.2,1,0.0,7.0,0
BV-71763,53,0,3,160,327.0,0,0,178,0,0.0,1,0.0,3.0,0
QS-43200,56,0,1,178,164.0,1,0,178,0,1.4,1,0.0,3.0,1
TQ-81603,58,1,4,100,335.0,0,0,182,1,0.2,2,0.0,3.0,0
ZI-53873,57,1,3,128,197.0,0,2,158,0,0.0,1,1.0,7.0,1
OP-61753,63,1,3,120,229.0,0,0,96,1,0.4,1,0.0,7.0,0
CN-86805,58,1,4,128,216.0,0,2,125,1,2.0,2,1.0,7.0,1
XE-15019,60,1,1,150,176.0,0,0,155,0,1.2,1,1.0,3.0,0
OZ-58009,64,0,2,140,325.0,0,0,145,0,0.0,2,0.0,3.0,0
CW-88469,59,1,4,140,204.0,0,2,160,0,3.0,2,2.0,7.0,1
XQ-09331,53,1,1,152,201.0,0,0,178,0,3.8,1,1.0,3.0,1
SM-31636,57,1,2,128,240.0,0,2,162,0,0.5,2,1.0,3.0,0
NI-25779,64,0,4,178,313.0,0,0,145,0,4.0,3,3.0,3.0,0
NE-27355,46,0,2,134,177.0,0,0,169,1,0.0,1,0.0,3.0,0
FC-54077,51,1,3,94,149.0,0,0,154,1,0.6,2,0.0,7.0,0
JG-97613,70,1,2,160,174.0,0,0,172,1,0.0,1,1.0,3.0,0
TF-34604,62,0,4,108,248.0,0,2,106,1,0.1,1,3.0,3.0,1
NF-67404,61,0,4,150,258.0,0,2,165,0,1.2,3,0.0,7.0,1
JZ-77462,40,1,4,102,172.0,0,2,158,0,0.0,1,0.0,7.0,1
TT-80898,54,0,4,120,267.0,0,2,130,1,1.2,2,1.0,3.0,1
QN-17350,65,0,3,178,303.0,1,2,159,1,0.8,1,2.0,3.0,0
VW-34341,39,0,2,108,198.0,0,0,153,0,0.0,1,0.0,3.0,0
ZS-42759,63,0,4,150,409.0,0,2,154,0,1.2,3,0.0,3.0,0
HW-91849,57,1,4,110,335.0,0,0,132,1,3.4,2,0.0,7.0,1
RF-96834,63,1,4,128,254.0,0,2,132,1,2.6,2,1.0,7.0,1
FV-55558,68,1,3,156,269.0,1,0,151,1,0.0,1,2.0,3.0,0
YZ-57298,59,1,2,110,239.0,0,0,130,0,1.4,2,1.0,6.0,1
DF-62316,56,0,4,128,236.0,0,2,160,0,1.4,1,0.0,3.0,0
YH-53838,46,0,2,134,204.0,0,2,165,0,0.0,1,0.0,3.0,0
AV-23825,58,1,3,150,232.0,0,0,163,1,0.0,1,0.0,7.0,0
BZ-62446,44,1,4,110,303.0,0,0,159,0,0.0,1,0.0,3.0,0
LV-64790,57,1,2,152,236.0,1,0,164,1,0.4,1,2.0,3.0,1
XU-00155,50,1,2,122,261.0,0,0,152,0,0.2,1,3.0,7.0,0
QO-40064,41,1,3,140,214.0,0,2,172,0,1.6,3,0.0,3.0,0
DZ-92596,43,0,3,138,306.0,0,2,182,0,0.0,1,0.0,3.0,0
XV-73620,52,1,3,120,197.0,0,0,115,0,2.9,2,0.0,7.0,1
FY-95378,65,1,1,150,233.0,0,2,151,0,1.9,2,0.0,3.0,0
UY-78116,51,1,3,120,188.0,0,0,123,0,2.2,2,1.0,7.0,1
EB-26724,50,1,1,130,243.0,1,2,173,0,0.6,1,1.0,3.0,0
HI-29410,56,1,4,120,184.0,0,0,115,1,1.4,1,1.0,7.0,1
FE-14133,50,1,4,125,243.0,0,0,143,1,0.1,2,3.0,7.0,1
GZ-07137,60,1,4,117,300.0,0,2,142,0,1.2,2,1.0,7.0,1
ZC-57643,63,1,3,128,263.0,0,0,146,0,1.0,2,,7.0,0
RJ-91204,60,1,4,140,259.0,0,2,141,1,2.6,2,2.0,7.0,1
XL-73727,46,1,4,150,244.0,1,2,128,1,2.6,2,1.0,7.0,1
YM-58340,48,1,4,124,274.0,0,2,152,1,0.0,1,3.0,7.0,1
MB-32725,56,1,2,130,221.0,0,2,169,0,0.0,1,0.0,7.0,0
QE-26593,34,1,2,130,203.0,0,2,173,0,0.0,1,0.0,3.0,0
LN-44633,58,0,2,128,256.0,0,2,152,0,0.0,2,1.0,3.0,0
GY-42416,53,0,3,136,319.0,0,2,162,0,0.0,1,0.0,3.0,0
AS-64256,60,1,4,140,259.0,0,2,141,1,2.8,3,2.0,7.0,1
YD-54922,52,1,3,134,229.0,0,2,169,0,0.1,2,1.0,6.0,1
FU-90367,37,1,3,120,250.0,0,2,182,0,0.0,3,0.0,3.0,0
UP-97787,65,0,3,140,269.0,0,2,155,0,1.6,1,0.0,3.0,0
SD-77921,59,0,4,174,327.0,0,2,154,1,2.6,1,0.0,7.0,1
HM-58113,42,0,3,112,268.0,0,2,180,0,0.0,1,0.0,3.0,0
CE-92348,48,0,2,134,196.0,0,2,173,0,0.0,1,0.0,3.0,0
QM-35077,47,1,4,138,266.0,0,2,166,0,0.0,1,,7.0,1
AE-12555,52,1,2,192,227.0,1,2,163,0,0.0,1,3.0,7.0,1
SB-86326,53,1,3,130,258.0,1,2,170,1,0.0,1,2.0,3.0,0
LF-25055,47,0,3,142,240.0,0,2,180,0,0.0,1,0.0,3.0,0
NQ-23672,63,0,4,150,268.0,1,2,161,0,0.0,1,1.0,3.0,0
UE-49958,63,1,4,130,187.0,0,0,141,1,1.4,1,0.0,7.0,1
XR-61441,48,1,3,108,255.0,0,0,166,0,2.4,2,0.0,7.0,0
MD-68482,57,1,4,128,283.0,0,2,143,1,2.6,2,1.0,7.0,1
FK-20717,48,1,2,122,256.0,0,2,150,0,0.2,2,0.0,3.0,0
NK-66211,38,0,2,118,210.0,0,0,174,1,1.4,1,1.0,,1
YW-50142,58,1,4,112,335.0,0,0,142,0,3.0,2,1.0,7.0,0
FN-25903,64,1,3,125,254.0,1,2,121,1,1.2,2,1.0,3.0,1
CJ-00809,57,1,3,130,224.0,0,2,160,0,3.2,2,2.0,3.0,0
BN-25655,65,0,3,160,226.0,1,2,125,1,0.0,1,1.0,3.0,0
NE-13556,62,0,4,124,216.0,0,0,125,1,0.0,2,1.0,3.0,1
QD-06616,57,1,3,130,218.0,0,2,163,0,0.5,2,1.0,3.0,0
IR-46146,58,1,4,128,253.0,0,2,141,1,3.2,2,1.0,7.0,1
IO-90858,45,1,4,110,290.0,0,2,147,1,0.9,2,,7.0,1
DF-02781,56,1,4,125,193.0,0,2,111,1,2.0,2,1.0,7.0,1
HD-46195,40,0,2,94,268.0,0,0,149,0,0.0,2,0.0,3.0,0
OQ-70475,44,0,3,112,204.0,0,0,162,0,2.4,2,0.0,3.0,0
QY-07592,58,1,4,128,206.0,0,0,131,0,1.6,2,0.0,7.0,1
UI-27773,57,0,4,136,241.0,0,2,131,1,0.0,1,0.0,3.0,0
DH-46340,64,0,4,155,223.0,0,2,157,0,1.6,2,0.0,3.0,0
QH-92645,44,1,4,104,206.0,1,2,177,0,0.5,2,3.0,3.0,1
AT-27465,57,1,3,154,126.0,0,2,164,0,0.0,1,1.0,3.0,0
VE-88213,50,1,3,118,188.0,0,0,158,0,0.0,2,1.0,6.0,0
PV-56249,48,1,2,130,261.0,1,0,155,0,0.0,1,3.0,3.0,1
HU-45053,60,0,3,120,178.0,0,0,144,0,0.2,1,2.0,3.0,0
NX-66006,42,1,3,130,180.0,0,0,132,0,3.6,2,0.0,3.0,0
WJ-64905,77,0,3,115,211.0,0,0,144,0,0.2,1,1.0,3.0,0
SZ-92195,63,0,4,138,294.0,0,2,142,0,2.0,2,2.0,3.0,0
LY-80954,60,0,3,130,197.0,0,0,130,0,1.5,2,0.0,3.0,0
QE-68247,54,0,3,128,197.0,0,2,158,0,2.4,3,2.0,3.0,0
WS-44838,65,0,4,180,226.0,1,2,161,0,0.0,1,1.0,3.0,0
QQ-46594,41,1,3,130,321.0,0,0,163,0,0.0,1,0.0,7.0,1
OX-22749,60,0,4,145,409.0,0,2,157,0,0.8,2,0.0,3.0,0
HX-45528,58,0,3,120,219.0,0,0,123,0,1.5,2,0.0,3.0,0
DW-94306,61,0,4,145,234.0,0,0,154,1,3.1,2,2.0,3.0,1
XH-11137,47,1,3,120,180.0,0,0,158,0,2.5,1,0.0,3.0,0
GM-65971,67,0,3,110,303.0,0,2,151,1,0.4,2,1.0,3.0,1
SW-99206,42,1,2,120,325.0,0,0,194,0,1.0,1,0.0,3.0,0
LN-52449,62,0,3,120,214.0,0,0,134,0,1.2,2,0.0,3.0,1
TL-47998,42,1,4,150,315.0,0,1,147,1,1.0,2,0.0,7.0,1
DN-72961,43,1,4,110,233.0,0,2,144,1,1.2,2,0.0,3.0,1
MT-69310,57,1,4,110,335.0,0,0,143,1,3.0,2,3.0,6.0,1
UQ-50122,58,1,4,105,318.0,0,2,182,0,0.0,1,0.0,3.0,0
PK-44248,44,1,2,120,295.0,0,2,180,0,0.0,1,0.0,3.0,0
JY-30358,57,0,4,130,305.0,0,2,117,1,0.2,1,1.0,3.0,1
SQ-49570,54,1,1,120,177.0,0,2,156,0,0.8,2,2.0,7.0,1
VC-82063,64,1,4,120,229.0,0,0,99,1,1.8,2,1.0,,1
UL-02143,52,1,4,112,275.0,0,2,185,0,0.0,1,0.0,3.0,0
IT-29077,48,1,3,118,255.0,0,2,150,0,0.3,2,0.0,7.0,0
DV-91369,67,1,4,100,267.0,0,0,141,0,0.3,1,0.0,3.0,0
VJ-14984,41,1,1,150,223.0,0,0,163,0,1.8,2,0.0,3.0,1
SH-01811,57,1,3,110,223.0,0,0,115,1,0.6,1,1.0,3.0,0
NM-72106,47,1,4,150,243.0,0,0,171,0,1.6,1,0.0,7.0,1
ET-69983,54,1,4,140,286.0,0,0,124,1,2.8,3,1.0,3.0,1
TL-27318,59,1,4,126,230.0,0,0,156,1,0.0,1,2.0,7.0,1
TY-04448,40,1,2,120,203.0,0,0,182,0,0.0,1,0.0,3.0,0
EY-37288,53,0,4,120,318.0,0,0,117,1,2.4,2,0.0,3.0,0
IZ-02640,45,1,2,120,295.0,0,0,147,0,0.0,2,0.0,3.0,0
MV-10693,46,0,3,134,160.0,0,0,173,0,0.0,1,0.0,3.0,0
FQ-53137,64,1,4,130,330.0,0,0,125,0,3.4,2,1.0,7.0,1
VT-34208,53,1,4,122,205.0,0,0,126,1,0.9,2,0.0,7.0,1
WN-93033,62,0,4,140,268.0,1,0,154,0,1.4,1,1.0,3.0,1
BI-97777,58,1,4,125,260.0,1,2,138,1,3.6,2,1.0,7.0,1
QM-52078,41,0,4,150,265.0,0,2,181,0,0.0,1,0.0,3.0,0
YY-09493,43,1,4,140,311.0,0,0,147,1,2.6,2,0.0,7.0,1
EU-47973,57,1,4,150,184.0,0,0,144,1,1.4,1,1.0,7.0,1
FZ-27374,59,1,4,135,206.0,0,0,131,1,2.2,2,3.0,7.0,1
XC-87351,42,0,2,108,268.0,0,0,179,0,0.0,1,0.0,3.0,0
WK-67882,45,1,2,135,219.0,0,0,165,0,1.0,1,0.0,3.0,0
MO-52114,55,1,2,132,289.0,0,2,142,1,0.0,2,1.0,6.0,1
FT-16070,58,1,2,146,218.0,0,0,169,0,0.0,1,0.0,7.0,0
UT-44604,61,1,4,125,260.0,0,0,144,1,0.8,2,1.0,7.0,1
KO-91280,46,0,2,134,204.0,0,1,174,0,1.2,1,0.0,3.0,0
ZL-43844,54,1,2,134,262.0,0,0,166,1,0.6,1,0.0,3.0,0
AY-85659,58,1,4,132,234.0,0,2,161,1,1.4,2,0.0,7.0,1
BQ-42570,57,1,2,150,240.0,0,0,174,0,1.6,1,0.0,7.0,1
CW-99729,48,1,2,101,295.0,0,0,147,0,0.4,2,0.0,7.0,0
WV-24310,68,1,4,145,269.0,1,0,163,1,0.0,1,2.0,7.0,1
AR-28613,50,1,3,124,188.0,0,2,143,0,2.2,2,0.0,7.0,0
PN-91305,63,1,1,134,231.0,0,2,172,0,0.8,2,0.0,7.0,0
FG-20069,50,1,3,124,188.0,0,0,143,0,0.6,2,0.0,7.0,0
FV-93246,45,0,4,115,183.0,0,0,177,0,0.7,2,0.0,3.0,0
TK-73493,63,0,4,140,305.0,0,2,114,0,1.2,2,1.0,3.0,1
TL-45043,57,1,4,150,131.0,0,0,105,1,1.2,2,1.0,7.0,1
AJ-70545,48,1,4,120,188.0,0,0,161,0,0.5,1,0.0,6.0,0
EI-60262,51,0,3,125,264.0,0,2,147,0,1.2,2,0.0,3.0,0
WW-93504,47,1,4,150,245.0,0,0,98,1,1.0,2,0.0,3.0,0
US-58278,57,1,4,132,207.0,0,0,148,1,0.1,2,0.0,7.0,0
IR-18287,52,1,2,120,309.0,0,0,167,0,0.0,1,2.0,3.0,0
SQ-21220,46,1,3,112,243.0,0,0,150,0,0.0,1,0.0,3.0,0
IW-11762,45,1,4,115,211.0,0,0,161,0,0.5,2,3.0,3.0,1
UJ-85042,52,1,2,134,298.0,1,0,139,1,0.0,1,2.0,3.0,0
XG-45758,57,1,4,132,276.0,0,2,109,1,2.8,2,1.0,7.0,1
KA-12937,67,0,3,112,278.0,0,2,160,0,2.4,2,1.0,7.0,1
RJ-34456,61,0,4,158,394.0,0,2,169,0,0.8,1,0.0,3.0,0
OF-43682,35,0,3,108,204.0,0,0,192,0,0.6,2,0.0,,0
EL-14102,52,1,4,128,282.0,0,2,122,0,3.0,2,0.0,7.0,1
CI-48167,57,0,4,100,267.0,0,0,123,0,1.0,2,0.0,3.0,0
UZ-58998,54,1,4,140,353.0,0,1,95,1,1.2,2,1.0,7.0,1
BT-71619,58,1,1,150,282.0,0,2,152,0,1.0,1,1.0,7.0,0
WS-55108,50,1,3,124,188.0,0,0,158,0,2.5,1,0.0,7.0,0
QW-64003,45,0,2,118,242.0,0,0,175,0,0.7,1,0.0,3.0,0
OH-32352,60,1,1,134,234.0,1,0,179,0,1.8,1,0.0,7.0,1
AZ-04379,54,0,3,160,288.0,0,2,162,0,0.0,1,1.0,3.0,1
MA-80316,54,1,3,130,240.0,0,2,173,0,0.0,1,0.0,7.0,0
CV-31601,56,0,2,140,195.0,0,0,173,0,0.0,1,1.0,7.0,0
QQ-72682,46,1,2,110,295.0,0,0,156,1,0.0,1,0.0,3.0,0
DP-42897,41,1,3,150,250.0,0,0,132,1,0.6,2,0.0,3.0,0
RX-15469,43,0,3,105,204.0,0,0,162,1,2.4,2,0.0,3.0,0
WW-54315,65,0,3,146,564.0,0,2,171,0,1.6,2,0.0,3.0,0
UB-44429,35,1,4,126,157.0,0,0,178,0,0.0,1,0.0,3.0,0
QM-55905,65,1,1,160,212.0,0,0,159,0,3.8,1,0.0,7.0,0
LL-31287,61,0,4,158,234.0,0,2,114,1,0.8,2,2.0,3.0,1
MW-97368,46,1,4,130,309.0,0,0,120,1,5.6,2,0.0,6.0,1
JQ-54993,49,1,4,130,299.0,0,0,156,1,0.0,1,2.0,7.0,1
RP-63870,61,1,4,130,293.0,0,2,142,1,2.6,2,2.0,6.0,1
IF-96863,64,1,4,120,229.0,0,0,141,0,1.8,2,1.0,6.0,1
TW-09841,50,1,4,140,299.0,0,0,152,1,1.3,3,0.0,7.0,1
HL-88207,66,0,1,170,417.0,0,2,120,1,3.4,2,0.0,7.0,0
YK-42451,58,1,4,150,176.0,0,0,90,1,1.0,2,0.0,7.0,1
GU-73997,68,0,3,120,211.0,0,0,160,0,0.0,1,1.0,7.0,1
DR-22740,65,1,4,100,177.0,0,2,147,1,1.2,2,2.0,7.0,1
YM-17785,47,1,4,110,275.0,0,2,143,1,1.8,1,0.0,7.0,1
ZY-46110,43,1,4,140,311.0,0,1,125,1,2.8,2,1.0,7.0,1
MJ-26337,58,1,3,150,232.0,0,0,169,0,1.0,2,1.0,6.0,1
XV-45605,48,1,3,138,315.0,0,2,152,0,0.0,1,2.0,3.0,0
QW-86279,46,1,2,110,220.0,0,0,172,0,0.0,1,0.0,3.0,0
HC-73389,61,1,4,140,234.0,0,0,160,1,1.2,2,1.0,7.0,1
GD-26221,58,0,4,136,234.0,0,0,123,1,2.0,2,1.0,3.0,0
NJ-97106,60,1,4,120,284.0,0,2,140,0,2.8,2,1.0,7.0,1
MP-28330,39,1,1,126,167.0,0,2,188,0,1.4,2,0.0,3.0,0
II-77348,67,1,4,110,281.0,0,2,162,0,0.2,2,0.0,3.0,0
OB-78715,49,1,4,130,298.0,0,0,173,0,0.6,1,3.0,7.0,1
IQ-86745,44,0,2,108,141.0,0,0,153,0,0.2,2,0.0,3.0,0
XR-10468,65,1,4,120,229.0,1,0,71,1,2.2,2,2.0,7.0,1
VW-90887,59,1,4,126,230.0,0,2,160,0,0.0,1,2.0,7.0,1
QI-31267,47,0,3,120,254.0,0,2,169,0,0.0,1,0.0,3.0,0
VY-99436,42,1,2,120,295.0,0,0,194,0,0.8,1,0.0,7.0,0
BL-72065,48,1,2,120,197.0,0,0,138,0,0.2,1,0.0,3.0,0
KM-95476,57,1,2,152,221.0,0,0,162,0,0.5,1,0.0,7.0,0
XG-54753,59,0,4,145,241.0,0,0,146,1,0.8,2,1.0,3.0,1
RZ-27604,51,0,3,120,267.0,0,2,160,0,1.6,1,0.0,3.0,0
IY-29319,47,1,3,108,243.0,0,0,162,0,1.6,2,0.0,7.0,0
KU-92467,52,1,2,134,204.0,0,0,173,0,0.0,3,1.0,3.0,0
ZV-21678,46,1,4,122,219.0,0,0,186,0,0.0,1,0.0,3.0,1
EI-38895,59,1,4,150,273.0,0,2,111,0,1.5,3,0.0,7.0,1
CW-78029,51,0,4,140,258.0,0,2,122,1,2.0,2,1.0,7.0,1
QP-82495,44,1,3,130,240.0,0,2,188,0,0.0,1,0.0,3.0,0
EX-17630,59,1,1,160,282.0,1,2,148,0,1.4,1,2.0,3.0,0
VY-98539,55,0,4,200,201.0,1,2,146,1,2.8,3,2.0,3.0,1
FC-82711,58,1,4,140,234.0,0,2,156,0,1.6,2,0.0,7.0,1
HX-11380,67,0,3,106,269.0,0,0,130,0,1.2,2,1.0,3.0,0
OE-00342,68,0,1,145,265.0,0,2,114,0,0.0,1,1.0,3.0,0
SE-25617,48,0,2,134,271.0,0,0,162,0,0.0,1,0.0,3.0,0
JJ-02266,43,0,3,112,268.0,0,2,182,0,0.0,1,0.0,3.0,0
IN-57433,61,1,4,125,260.0,0,2,142,0,3.6,2,1.0,7.0,1
JJ-51174,58,0,4,136,294.0,0,2,160,0,0.0,1,2.0,3.0,1
KQ-95835,54,0,3,135,294.0,1,2,142,0,1.5,2,3.0,3.0,0
TP-53177,58,0,4,130,216.0,0,2,130,1,1.9,2,0.0,3.0,0
AP-90333,64,1,3,140,231.0,0,0,172,0,1.6,1,0.0,3.0,0
HY-97833,54,1,2,150,286.0,1,2,142,0,0.0,1,2.0,3.0,1
MN-96480,67,1,4,112,177.0,0,2,162,0,0.0,1,0.0,7.0,0
AZ-33769,58,1,4,132,177.0,0,0,161,0,0.5,2,2.0,7.0,1
SR-70586,58,0,4,128,263.0,0,0,122,0,0.0,1,1.0,3.0,1
UP-95427,45,1,4,142,315.0,0,2,120,0,4.2,3,0.0,3.0,1
CS-81203,51,1,3,100,188.0,0,0,143,0,1.8,1,0.0,3.0,0
NY-79131,59,1,4,140,206.0,0,0,140,1,0.4,2,0.0,7.0,0
FV-05641,65,1,4,120,277.0,0,0,105,1,1.0,2,2.0,6.0,1
IW-67663,49,1,3,118,149.0,0,0,143,0,3.6,2,1.0,6.0,1
NJ-77159,53,1,4,140,201.0,0,2,111,1,0.9,2,0.0,7.0,1
IV-20039,60,1,4,140,204.0,0,0,160,1,1.3,2,1.0,7.0,1
FU-60170,52,1,4,128,282.0,0,0,161,1,0.0,1,2.0,7.0,1
KW-96170,44,1,2,120,220.0,0,0,169,0,0.0,1,2.0,3.0,0
JQ-90763,64,1,1,160,212.0,0,2,137,0,0.1,2,0.0,6.0,0
YD-07564,48,1,4,140,245.0,0,0,152,1,1.3,2,0.0,3.0,0
QP-66851,58,1,4,112,234.0,0,2,161,0,0.5,2,1.0,7.0,0
JH-08501,60,1,4,130,204.0,0,2,140,1,2.5,2,2.0,7.0,1
NR-58880,44,1,4,110,206.0,0,2,161,0,1.8,1,1.0,3.0,1
DQ-75736,53,1,1,134,205.0,0,2,165,0,0.8,2,2.0,6.0,1
UI-86146,58,0,4,140,268.0,1,0,143,1,4.0,3,3.0,7.0,1
HV-51948,64,1,3,152,212.0,0,2,151,0,1.6,2,0.0,7.0,0
ER-72035,37,1,4,120,223.0,0,0,140,0,2.8,2,1.0,7.0,1
FN-84496,66,1,2,160,174.0,0,0,172,0,0.0,1,2.0,3.0,0
MW-95188,55,0,4,128,269.0,1,2,133,1,2.0,2,3.0,7.0,1
QL-70850,63,1,3,125,330.0,0,2,146,0,1.8,1,0.0,3.0,0
VG-73648,58,1,4,114,201.0,0,0,144,0,1.0,2,1.0,6.0,1
CU-24048,56,1,4,130,193.0,0,2,144,1,1.0,2,0.0,7.0,1
OM-70689,46,1,3,120,257.0,0,2,170,0,0.0,1,0.0,3.0,0
BS-43313,69,1,1,138,254.0,1,0,116,0,5.6,1,2.0,3.0,0
RV-51607,52,1,3,152,232.0,0,0,163,0,0.0,1,0.0,3.0,0
DX-85283,56,0,4,132,307.0,0,2,143,1,0.4,1,2.0,3.0,0
PH-79225,51,1,3,140,212.0,0,0,174,0,0.0,1,0.0,3.0,0
HP-24114,58,1,2,140,166.0,0,2,173,0,0.0,1,2.0,3.0,0
RY-52721,52,1,3,138,246.0,1,2,161,0,0.0,1,,7.0,0
KD-40595,47,1,4,140,213.0,0,0,178,0,0.0,1,0.0,3.0,0
PU-10897,70,1,4,140,304.0,1,0,163,1,0.0,1,0.0,7.0,1
VT-22035,52,0,3,128,305.0,0,0,160,0,1.6,1,0.0,3.0,0
CM-01211,42,0,3,94,199.0,1,0,182,0,0.0,1,0.0,7.0,1
LJ-27598,60,1,4,130,221.0,1,2,140,1,2.2,2,1.0,7.0,1
QW-52125,45,1,4,115,204.0,0,2,144,1,1.2,2,0.0,7.0,1
